price(in Rs.),processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,PriceCategory
28490,6,5,7,3,11.6,3.6,153.0,22.0,0
45126,39,1,4,6,14.0,4.0,1371.0,177.0,2
239759,28,18,4,0,13.3,4.284883720930233,718.0915697674419,83.89825581395348,2
144990,34,0,4,3,15.6,4.4,9.0,3.0,2
65990,28,1,4,0,15.6,4.3,76.0,7.0,2
29990,3,6,1,2,15.6,4.284883720930233,718.0915697674419,83.89825581395348,0
72990,40,0,0,0,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
66490,11,1,4,0,14.0,4.4,293.0,39.0,2
43090,1,2,1,1,35.0,4.2,33.0,7.0,1
43490,51,1,8,2,15.6,4.284883720930233,718.0915697674419,83.89825581395348,1
181890,15,3,0,3,13.3,4.284883720930233,718.0915697674419,83.89825581395348,2
33490,3,1,0,2,15.6,3.6,22.0,4.0,1
47130,0,1,4,6,15.6,4.0,566.0,61.0,2
39999,1,1,2,0,15.6,4.0,52.0,8.0,1
62990,0,0,0,0,15.6,4.5,14.0,1.0,2
76990,52,1,4,3,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
99900,10,0,1,0,14.0,4.5,28.0,3.0,2
160990,28,0,4,1,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
37500,1,1,1,1,15.6,4.4,53.0,3.0,1
24990,6,2,1,1,11.6,4.284883720930233,718.0915697674419,83.89825581395348,0
68290,0,0,0,0,15.6,4.1,8.0,0.0,2
36000,1,2,2,6,15.6,4.284883720930233,718.0915697674419,83.89825581395348,1
36890,7,1,1,2,14.0,4.284883720930233,718.0915697674419,83.89825581395348,1
68990,53,17,4,6,15.6,1.6,23.0,4.0,2
105890,15,0,1,0,14.0,4.8,4.0,0.0,2
54990,39,1,4,0,14.0,4.4,2298.0,307.0,2
66666,0,1,8,0,13.3,4.284883720930233,718.0915697674419,83.89825581395348,2
72990,13,1,1,0,17.3,4.284883720930233,718.0915697674419,83.89825581395348,2
57990,11,1,4,0,15.6,4.2,116.0,16.0,2
187990,13,4,0,3,16.0,4.284883720930233,718.0915697674419,83.89825581395348,2
66490,9,1,1,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
54450,2,1,4,6,15.6,4.1,1235.0,159.0,2
63308,12,1,1,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
107990,13,4,0,3,15.6,4.0,17.0,4.0,2
44990,1,1,8,0,15.6,4.2,4443.0,518.0,1
76999,11,1,0,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
64821,39,1,4,14,15.6,3.3,4.0,0.0,2
244801,43,0,4,0,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
62990,0,0,0,0,15.6,4.5,14.0,1.0,2
163990,28,0,4,0,13.3,3.3,3.0,1.0,2
68990,0,0,1,0,15.6,4.1,187.0,16.0,2
105990,10,0,4,0,14.0,4.7,86.0,14.0,2
37500,1,1,1,1,15.6,4.4,53.0,3.0,1
35891,27,2,0,2,14.0,4.284883720930233,718.0915697674419,83.89825581395348,1
161990,23,4,0,3,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
76990,36,1,4,6,15.6,4.4,295.0,71.0,2
36890,7,1,1,2,14.0,4.284883720930233,718.0915697674419,83.89825581395348,1
52490,54,17,10,6,15.6,3.8,78.0,17.0,2
59490,0,1,4,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
101299,9,12,1,0,17.0,4.284883720930233,718.0915697674419,83.89825581395348,2
158000,10,0,4,3,16.1,4.284883720930233,718.0915697674419,83.89825581395348,2
66990,55,1,4,0,15.6,4.5,1667.0,232.0,2
55190,0,1,1,0,15.6,4.0,3.0,0.0,2
189990,23,4,1,3,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
62890,39,1,4,0,14.0,3.8,84.0,13.0,2
24800,27,2,1,2,15.6,4.4,12.0,3.0,0
23990,6,10,0,2,15.6,4.284883720930233,718.0915697674419,83.89825581395348,0
80590,10,1,4,0,14.0,4.6,21.0,3.0,2
63490,11,0,1,0,15.6,4.1,70.0,7.0,2
73990,2,0,4,0,15.6,4.4,38.0,6.0,2
44990,2,1,0,0,14.0,4.4,21.0,2.0,1
59990,39,1,4,6,15.6,4.0,121.0,27.0,2
62990,0,0,0,0,15.6,4.5,14.0,1.0,2
39690,3,1,4,2,14.96,4.3,4.0,0.0,1
65990,9,1,0,0,16.0,4.284883720930233,718.0915697674419,83.89825581395348,2
149990,15,4,1,3,15.6,4.0,11.0,0.0,2
37500,1,1,1,1,15.6,4.4,53.0,3.0,1
138550,28,0,8,0,12.0,4.284883720930233,718.0915697674419,83.89825581395348,2
64990,2,1,4,0,15.6,4.5,5145.0,564.0,2
27990,32,10,7,0,14.0,3.8,26.0,3.0,0
36890,7,1,1,2,14.0,4.284883720930233,718.0915697674419,83.89825581395348,1
231400,55,0,4,3,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
65200,9,0,1,0,15.6,4.8,4.0,0.0,2
39643,3,2,8,6,15.6,3.9,47.0,4.0,1
34990,1,2,4,2,14.0,4.5,79.0,10.0,1
155411,2,0,4,10,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
20990,50,2,4,10,11.6,3.9,199.0,20.0,0
43500,1,1,1,0,15.6,4.0,4.0,0.0,1
56990,39,2,4,6,15.6,4.0,21.0,5.0,2
35500,56,2,1,2,15.6,4.284883720930233,718.0915697674419,83.89825581395348,1
36600,8,1,0,15,15.6,4.7,3.0,0.0,1
40499,7,1,4,0,15.6,4.3,274.0,42.0,1
56900,11,0,1,0,14.0,4.1,27.0,2.0,2
179999,13,9,1,3,16.0,4.284883720930233,718.0915697674419,83.89825581395348,2
32990,3,6,1,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,1
79258,39,1,4,6,15.6,4.0,163.0,58.0,2
62990,0,0,0,0,15.6,4.5,14.0,1.0,2
69890,2,1,4,0,15.6,4.2,6.0,0.0,2
132790,2,19,4,0,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
88990,0,0,4,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
37500,1,1,1,1,15.6,4.4,53.0,3.0,1
85990,39,1,4,0,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
93990,28,1,4,6,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
174527,28,0,4,0,13.3,4.284883720930233,718.0915697674419,83.89825581395348,2
36890,7,1,1,2,14.0,4.284883720930233,718.0915697674419,83.89825581395348,1
127000,2,1,4,0,13.3,5.0,2.0,1.0,2
174250,28,18,4,0,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
57090,37,1,4,0,15.6,4.4,2952.0,364.0,2
32990,3,6,1,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,1
50490,11,1,4,0,15.6,4.3,569.0,53.0,2
67990,43,1,4,1,14.0,4.4,994.0,172.0,2
165990,28,18,4,3,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
82990,13,0,0,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
81998,39,17,4,2,14.0,4.0,15.0,3.0,2
187990,23,0,1,3,15.6,3.7,6.0,1.0,2
68180,13,0,1,0,16.0,4.284883720930233,718.0915697674419,83.89825581395348,2
45990,11,1,1,0,14.0,4.4,3189.0,430.0,2
88990,13,0,1,0,15.6,4.7,3.0,0.0,2
66890,0,1,1,0,15.6,4.1,41.0,2.0,2
47990,0,1,1,0,14.0,4.0,94.0,20.0,2
62990,0,0,0,0,15.6,4.5,14.0,1.0,2
19990,6,10,0,7,14.1,4.284883720930233,718.0915697674419,83.89825581395348,0
16990,6,10,6,7,11.6,3.5,1386.0,164.0,0
419990,19,9,1,4,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
37500,1,1,1,1,15.6,4.4,53.0,3.0,1
76990,9,0,0,0,14.0,4.284883720930233,718.0915697674419,83.89825581395348,2
27990,8,1,0,2,15.6,3.8,40.0,3.0,0
41990,17,1,4,0,15.6,4.0,706.0,142.0,1
36890,7,1,1,2,14.0,4.284883720930233,718.0915697674419,83.89825581395348,1
99999,9,0,0,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
73490,9,1,1,0,15.6,3.6,57.0,11.0,2
51990,28,0,4,3,14.0,3.8,318.0,59.0,2
205000,15,4,1,3,17.3,4.284883720930233,718.0915697674419,83.89825581395348,2
46990,28,11,1,0,14.0,3.7,114.0,27.0,2
67500,0,0,1,0,15.6,4.284883720930233,718.0915697674419,83.89825581395348,2
21990,6,10,6,0,14.0,3.8,1135.0,167.0,0
37990,3,1,4,6,15.6,4.0,1907.0,227.0,1
22670,57,5,6,6,11.6,3.8,5991.0,687.0,0
54990,11,1,0,0,14.0,4.5,22.0,5.0,2
40990,1,1,1,1,15.6,4.0,801.0,104.0,1
24540,58,2,0,2,14.0,4.284883720930233,718.0915697674419,83.89825581395348,0
